CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,GMTMatchEndTime,GMTMatchEndDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,timezone1,MatchEndDate,MatchEndTime,MATCH_NO_OF_OVERS,ROUND_ID,MatchTypeName,RowNo,TeamType,CompetitionName,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,MatchHomeTeamLogo,MatchAwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,PreMatchCommentary,PostMatchCommentary,MatchRow,ProjectedScore,2ndProjectedScore,3rdProjectedScore,MOM,MOM_TYPE,MOMPlayerId,MOMRuns,MOMBalls,MOMWicket,MOMRC,MOMImage,KO
203,1804,8,T20 (N),Live,2025-03-26,26 Mar 2025,Rajasthan Royals vs Kolkata Knight Riders,19:30,14:00 GMT,2025-03-26,18:29 GMT,2025-03-26,18,Rajasthan Royals,16,Kolkata Knight Riders,RR,KKR,44,ACA Stadium,,Kolkata Knight Riders,Kolkata Knight Riders Won The Toss And Elected To Field, Won The Toss And Elected To Field,0,112/6 (16.0 Ov),,,2025-03-26 19:30:00,Guwahati,,,https://in.bookmyshow.com/sports/rajasthan-royals-ipl-2025/ET00434702,,,,,261,526,156,103,18,Rajasthan Royals,#319490,#df7317,#319490,#df7317,16,Kolkata Knight Riders,Asia/Kolkata,26 Mar 2025,23:59,20,0,T20,6,,Tata Ipl 2025,Rohan Pandit,AKSHAY TOTRE,Adrian Holdstock,,https://scores.iplt20.com/ipl/teamlogos/sSNjJEkBAx1742900310RR---New-Logo.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/sSNjJEkBAx1742900310RR---New-Logo.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,0,+9.5,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,1,3,0,0,33.33,https://scores.iplt20.com/ipl/playerimages/HDuPj45gR71742709307210.png,2022-100mb00000001004-da6e207ea44e11,Dhruv Jurel,22,18,3,0,122.22,https://scores.iplt20.com/ipl/playerimages/436MRXri5H17427091681004.png,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,4.0,17,0,2,4.25,12,https://scores.iplt20.com/ipl/playerimages/wsjSWZdNOk1742551391140.png,,,,1,112/6 (16.0 Overs),112,6,16.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,Match 6,,,"<p><strong>Local boy Riyan Parag leads Rajasthan Royals&nbsp;<img alt="""" src=""https://bcci-stats-sports-mechanic.s3.amazonaws.com/matchcentre/images/commentary/smiley/RR-text.png"" style=""height:20px; width:31px"" title="""" /> into battle against defending champions Kolkata Knight Riders <img alt="""" src=""https://bcci-stats-sports-mechanic.s3.amazonaws.com/matchcentre/images/commentary/smiley/KKR-text.png"" style=""height:18px; width:40px"" title="""" /> in what promises to be an absolute cracker at Barsapara! Both teams are coming off defeats and desperate to get on the board!The Royals were HAMMERED by Sunrisers, conceding a massive 286 runs with Jofra Archer&#39;s most expensive spell in IPL history! BUT DON&#39;T COUNT THEM OUT! Samson&#39;s explosive 66 and Jurel&#39;s fearless 70 showed this team can PUNCH BACK! KKR&#39;s middle order crumbled against RCB&#39;s spinners despite Rahane&#39;s elegant fifty and Narine&#39;s fireworks! Will they unleash Rinku Singh higher up the order? GAME-CHANGER! The Barsapara pitch is a BATTING BEAUTY! Three 190+ scores already here in IPL history and today could see the first 200+ total at this venue! Watch for Nitish Rana facing his old franchise and the FASCINATING battle between KKR&#39;s mystery spinners and Rajasthan&#39;s power hitters! SIMPLY MAGNIFICENT contest ahead as both teams know another defeat puts early pressure on playoff dreams! Who will RISE TO THE OCCASION? We&#39;re set for FIREWORKS in Guwahati!<br />
<br />
<img alt="""" src=""https://scores.bcci.tv/matchcentre/commentaryFiles/IPL 2025 Head to Head - 640px width (6)_1742995574.gif"" style=""width:640px"" />&nbsp;</strong><br />
<br />
&nbsp;</p>

<p><strong>Pitch Report | Daren Ganga and Shane Watson:</strong><br />
<br />
&ldquo;It&rsquo;s the Royals taking on the Knight Riders here in Guwahati &mdash; a venue that doesn&rsquo;t have a rich IPL history just yet. Let&rsquo;s jump straight into the dimensions: it&rsquo;s 76 meters down the ground, with square boundaries measuring 64 meters on either side &mdash; so fairly balanced, no real bias for the captains to consider. The Royals went with just one specialist spinner in their last game here.&nbsp;Just looking at the surface, it&rsquo;s quite dry, and there isn&rsquo;t much grass cover, especially away from the central strip near the crease. That&rsquo;s a clear sign. Since 2021, the average first-innings score here in T20s is 163, which tells us the pitch tends to slow down slightly. And, importantly, teams batting first have won six out of seven matches at this venue. So, expect the surface to dry out further &mdash; and expect spin to have a real impact tonight.&rdquo;</p>

<p><br />
<br />
<strong>TOSS UPDATE:&nbsp;<img alt="""" src=""https://bcci-stats-sports-mechanic.s3.amazonaws.com/matchcentre/images/commentary/smiley/KKR-text.png"" style=""height:18px; width:40px"" title="""" />&nbsp; <span style=""color:#8e44ad"">Won the Toss and Elected to Field&nbsp;</span></strong><br />
<br />
&nbsp;</p>
<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">???? Toss ????<a href=""https://twitter.com/KKRiders?ref_src=twsrc%5Etfw"">@KKRiders</a> elected to bowl first against <a href=""https://twitter.com/rajasthanroyals?ref_src=twsrc%5Etfw"">@rajasthanroyals</a> in Guwahati<br><br>Updates ? <a href=""https://t.co/lGpYvw87IR"">https://t.co/lGpYvw87IR</a> <a href=""https://twitter.com/hashtag/TATAIPL?src=hash&amp;ref_src=twsrc%5Etfw"">#TATAIPL</a> | <a href=""https://twitter.com/hashtag/RRvKKR?src=hash&amp;ref_src=twsrc%5Etfw"">#RRvKKR</a> <a href=""https://t.co/PVVVJoU2cz"">pic.twitter.com/PVVVJoU2cz</a></p>&mdash; IndianPremierLeague (@IPL) <a href=""https://twitter.com/IPL/status/1904890397912162315?ref_src=twsrc%5Etfw"">March 26, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>
","<p><strong>Powerplay (Overs 1-6)</strong><br />
<span style=""color:#ff0099""><strong>RR: - 54/1(9 rpo, 4x4, 4x6)</strong></span><br />
<br />
<strong>Middle Overs (Overs 7-15)</strong><br />
<span style=""color:#ff0099""><strong>RR: - 56/5(6.22 rpo, 4x4, 1x6)</strong></span></p>
",6,140,152,160,,,,-,-,-,-,-,
203,1803,8,T20 (N),Post,2025-03-25,25 Mar 2025,Gujarat Titans vs Punjab Kings,19:30,14:00 GMT,2025-03-25,18:29 GMT,2025-03-25,15,Punjab Kings,35,Gujarat Titans,PBKS,GT,55,Narendra Modi Stadium,Punjab Kings Won by 11  Runs ,Gujarat Titans,Gujarat Titans Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,243/5 (20.0 Ov),232/5 (20.0 Ov),,2025-03-25 19:30:00,Ahmedabad,,,https://www.district.in/events/gujarat-titans-team,,,,,527,452,221,92,35,Gujarat Titans,#319490,#df7317,#319490,#df7317,15,Punjab Kings,Asia/Kolkata,25 Mar 2025,23:59,20,0,T20,5,,Tata Ipl 2025,VINOD SESHAN,Abhijeet Bengeri,Madanagopal Jayaraman,Punjab Kings Won by 11  Runs ,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,0,+9.5,2021-100mb00000000590-85eaa6f291e011,Shahrukh Khan,6,1,0,1,600.0,https://scores.iplt20.com/ipl/playerimages/d7uaJJ9eeG1742809080590.png,2022-100mb00000000988-ad5c752aa44a11,Mohd Arshad Khan,1,1,0,0,100.0,https://scores.iplt20.com/ipl/playerimages/P5w3ZjXUA81742808804988.png,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,4.0,36,0,2,9.0,12,https://scores.iplt20.com/ipl/playerimages/tNpo2Jh8iO1742893255125.png,,,,2,243/5 (20.0 Overs),243,5,20.0,12.15,232/5 (20.0 Overs),232,5,20.0,11.6,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,15,Match 5,,,"<p>Tonight&#39;s showdown at Narendra Modi Stadium is more than just another IPL fixture &ndash; it&#39;s a collision of contrasting cricket narratives. Gujarat aren&#39;t just a team; they&#39;re a winning machine.<strong> With Shubman Gill at the helm, they&#39;ve got a squad that screams championship DNA. The big-ticket acquisition of Jos Buttler adds serious firepower to an already lethal lineup. </strong>Throw in Rashid Khan&#39;s magic and new bowling weapons like Kagiso Rabada and Mohammed Siraj, and you&#39;ve got a nightmare matchup for any opposition. Punjab Kings are the perennial underdogs with a star-studded reset. <strong>Shreyas Iyer&#39;s leadership and Ricky Ponting&#39;s</strong> <strong>coaching </strong>create a potent mix of aggression and strategy. With Glenn Maxwell and Marcus Stoinis in the middle order, they&#39;ve got match-winners who can turn games on their head. Yuzvendra Chahal&#39;s spin and Lockie Ferguson&#39;s pace add serious international class. <strong>Narendra Modi Stadium is no ordinary ground. Last season saw dramatic shifts &ndash; teams bundled out for under 100 or sailing past 199. </strong>The&nbsp;Gujarat Titans look more settled, but in the IPL, never write off an underdog. <strong>Punjab Kings aren&#39;t just playing to compete but to prove a point. Buckle up for a cracker of a match.<br />
<br />
<img alt="""" src=""https://scores.bcci.tv/matchcentre/commentaryFiles/IPL 2025 Head to Head - 640px width (3)_1742908550.gif"" />&nbsp;</strong><br />
<br />
&nbsp;</p>

<p><strong>Pitch Report | Matthew Hayden &amp; Eoin Morgan</strong><br />
&quot;We&rsquo;re standing on pitch number six today, and it&rsquo;s an absolute beauty. This is a relatively compact ground &mdash; just 64 meters to my left, 66 meters to my right, and 72 meters straight down the ground.&nbsp;Morgs, what&rsquo;s your take on tonight&rsquo;s surface? This pitch looks pristine &mdash; a lovely even covering of grass which is always a sign of consistent bounce. From my experience, when it looks this good at this venue, there&rsquo;s little for batters to fear. If the ball comes on nicely, expect plenty of boundaries cleared tonight.The stats back that up too. The average first-innings score here is 185, and we&rsquo;ve seen teams cross 200 in 10 of the last 17 games. Dew is expected later tonight, so if you win the toss.You absolutely chase. That&rsquo;s the advantage here. But even if you&rsquo;re sent in to bat first, don&rsquo;t panic &mdash; this surface is a batter&rsquo;s paradise. Get ahead early and keep pushing. Either way, it&rsquo;s a high-scoring contest in the making.&quot;<br />
&nbsp;</p>

<p>&nbsp;</p>

<p><strong>TOSS UPDATE: <img alt="""" src=""https://bcci-stats-sports-mechanic.s3.amazonaws.com/matchcentre/images/commentary/smiley/GT-text.png"" style=""height:20px; width:32px"" title="""" />&nbsp;<span style=""color:#2980b9"">Won the Toss and Elected to Field&nbsp;</span></strong><br />
&nbsp;</p>
<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">???? Toss ????<a href=""https://twitter.com/gujarat_titans?ref_src=twsrc%5Etfw"">@gujarat_titans</a> have won the toss and opted to bowl first against <a href=""https://twitter.com/PunjabKingsIPL?ref_src=twsrc%5Etfw"">@PunjabKingsIPL</a>. <br><br>Updates ?? <a href=""https://t.co/PYWUriwSzY"">https://t.co/PYWUriwSzY</a><a href=""https://twitter.com/hashtag/TATAIPL?src=hash&amp;ref_src=twsrc%5Etfw"">#TATAIPL</a> | <a href=""https://twitter.com/hashtag/GTvPBKS?src=hash&amp;ref_src=twsrc%5Etfw"">#GTvPBKS</a> <a href=""https://t.co/7GUAOWuOeR"">pic.twitter.com/7GUAOWuOeR</a></p>&mdash; IndianPremierLeague (@IPL) <a href=""https://twitter.com/IPL/status/1904527583175495838?ref_src=twsrc%5Etfw"">March 25, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>
","<p><strong>Powerplay (Overs 1-6)</strong><br />
<span style=""color:#c0392b""><strong>PBKS : 73/1 (12.17 rpo, 9x4, 3x6)&nbsp; </strong></span><strong>||</strong><span style=""color:#c0392b""><strong>&nbsp;&nbsp;</strong></span><span style=""color:#2980b9""><strong>GT :&nbsp; 61/1 (10.16 rpo, 3x4, 5x6)</strong></span><br />
<br />
<strong>Middle Overs (Overs 7-15)</strong><br />
<span style=""color:#c0392b""><strong>PBKS : 83/3 (9.22 rpo, 5x4, 7x6)&nbsp; </strong></span><strong>||</strong><span style=""color:#c0392b""><strong>&nbsp;&nbsp;</strong></span><span style=""color:#2980b9""><strong>GT :&nbsp; 113/1 (12.55 rpo, 8x4, 8x6)</strong></span><br />
<br />
<strong>Death Overs (Overs 16-20)</strong><br />
<span style=""color:#c0392b""><strong>PBKS : 87/1 (17.40 rpo, 8x4, 6x6)&nbsp; </strong></span><strong>||</strong><span style=""color:#c0392b""><strong>&nbsp;&nbsp;</strong></span><span style=""color:#2980b9""><strong>GT :&nbsp; 58/3 (11.60 rpo, 4x4, 3x6)&nbsp;</strong></span><br />
<br />
<br />
&nbsp;</p>

<p><strong>In a match where boundaries rained and bowlers prayed, Punjab Kings pulled off a high-octane 11-run win over Gujarat Titans in a clash that had everything &mdash; blistering strokes, brain-fade dismissals, and a final-over twist.</strong></p>

<p><strong>Shreyas Iyer led from the front, nearly scripting a T20 masterclass with an unbeaten 97 off 42 balls, smashing 9 sixes and turning Narendra Modi Stadium</strong><strong>&nbsp;</strong><strong>into a launchpad. He was brilliantly supported by Priyansh Arya&rsquo;s fearless 47 and Shashank Singh&rsquo;s 16-ball 44, as Punjab piled up a towering 243/5.</strong></p>

<p><strong>The Titans, though, came swinging. Sai Sudharsan lit it up with a classy 74, while Jos Buttler&rsquo;s 54 off 33 kept the game on a knife&rsquo;s edge. Then came Sherfane Rutherford, smashing his way to 46, nearly stealing it. But Arshdeep Singh held his nerve, picking two vital scalps and deflecting a heartbreaking run-out of Tewatia to turn the tide.</strong></p>

<p><strong>With 27 needed off the last over, GT&rsquo;s fire fizzled as Arshdeep cleaned up Rutherford, sealing the win.<br />
<br />
<br />
<img alt="""" src=""https://scores.bcci.tv/matchcentre/commentaryFiles/image (1)_1742925946.png"" style=""width:640px"" /></strong></p>

<p><br />
&nbsp;</p>

<p><strong>Shubman Gill | Gujarat Titans Captain:</strong><br />
<span style=""color:#2980b9""><strong>&quot;Yeah, I think we had our moments &mdash; both while bowling and batting &mdash; but we let ourselves down in the field. Dropping those chances definitely hurt us, and chasing a target like that was always going to be tough.There was a crucial phase in the middle where we only managed around 18 runs in three overs. Even at the start, we didn&rsquo;t get going &mdash; scored just about 30-40 in the first three overs. That patch probably cost us in the end. Still, I&rsquo;d say there were a lot of positives for us to take, and it&rsquo;s a good starting point for the season&nbsp;It&rsquo;s never easy coming in cold as an impact player after sitting for 15-16 overs and executing yorkers under pressure. Full credit to him and the others for the way they bowled at the death.This is always a high-scoring ground. You might post 230 or even 240 here, but the real challenge is in defending it. That&rsquo;s something we&rsquo;ll need to address moving forward.&quot;&nbsp;</strong></span><br />
&nbsp;</p>

<p><strong>Shreyas Iyer | Punjab Kings Captain &amp; Player of the Match:</strong><br />
<span style=""color:#c0392b""><strong>&quot;Ecstatic, to be honest. Getting 97* in the first match &mdash; that&rsquo;s just the icing on the cake. There&rsquo;s no better feeling. For me, it was all about adapting quickly. That first boundary off the first ball gave me a massive confidence boost. And that flicked six off Rabada &mdash; I feel like that&rsquo;s when the momentum shifted in our favor.There was a bit of extra bounce early on, but we adapted really well. Shashank&rsquo;s knock &mdash; 44 off just 16 or 17 balls &mdash; was incredible. With the dew setting in, we knew the conditions would tilt slightly, so it was all about execution, and I&rsquo;m glad we did that.Vyshak is such a character &mdash; funny, but with a brilliant attitude. He brings great energy, and it was fantastic to see him bowl with such intent. Arshdeep played a key role too. He mentioned the ball was reversing slightly, and even saliva was helping with that.We&rsquo;ve done a lot of groundwork before the season &mdash; left no stone unturned. Everyone&rsquo;s contributing not just with skill, but with mindset and intent. That&rsquo;s what makes the environment really special.&quot;</strong></span></p>
",5,232,0,0,Shreyas Iyer,Batting,12,97,42,-,-,https://scores.iplt20.com/ipl/playerimages/oIJxFMSV5z174289324712.png,
